age,study_hours,class_attendance,sleep_hours,sleep_quality,exam_difficulty,facility_rating,exam_score
24,3.18,94.5,7.4,3,1,2,77.8
18,0.14,89.3,4.2,1,1,3,42.1
19,2.94,73.6,6.4,2,2,3,69.6
22,3.15,57.9,9,2,2,3,72.2
17,4.74,55.8,5.7,2,3,1,58.2
21,3.85,43.5,9.4,2,2,2,57.7
23,1.38,62.9,4.4,1,2,2,45.6
18,4.7,48.9,8.1,3,2,1,58.7
23,0.28,77.7,6.8,2,2,3,51.3
20,2.67,91.7,8.5,3,1,2,90.2
23,4.96,44.7,7.1,2,2,1,58.5
22,4.99,93.7,5.1,3,3,3,83.2
18,1.44,64.2,9,2,3,1,59.3
22,2.71,41.7,9.4,1,1,1,55.5
17,3.66,45,8.4,3,1,1,54
18,3.29,40.6,6.3,1,3,3,32.8
24,5.48,75.5,5.2,2,2,1,48.2
24,5.92,56.2,4.5,3,2,2,76.1
17,0.33,68.1,8.6,2,2,2,66.9
20,5.96,83.7,5.5,2,2,2,77
17,7.03,65.2,7.7,1,1,1,46.8
19,7.31,51.8,8.9,1,2,1,89.2
24,0.45,90.3,6.9,1,2,1,40.2
18,7.07,52.4,7.8,3,2,1,81.7
22,1.31,83.5,5.7,2,2,1,29.4
23,2.71,81.3,6.5,3,1,1,79.1
24,3.05,88.1,6.6,3,1,1,61
19,2.39,66.7,7.4,2,2,3,73.4
22,2.36,95.7,7.4,3,2,2,66.3
20,1.36,47.3,6.6,3,2,3,63.9
17,5.27,72.2,4.2,2,1,3,69.6
18,4.64,82.4,7.1,3,2,3,70.6
22,4.91,91.9,6.6,3,2,1,78.3
22,4.17,78.9,8,2,2,3,71
21,1.77,79.7,5.1,3,2,1,45.9
23,4.69,97.7,9.9,1,1,3,67.7
22,5.23,64.7,9.6,3,2,2,76.5
19,0.42,72,8.5,2,3,1,52.7
19,7.9,80.4,6,2,1,2,89.5
24,4.64,56.1,7.4,3,1,3,88.4
24,5.11,63.2,7.1,1,1,1,52.9
17,4.56,81.3,8.5,2,3,3,87.4
23,5.53,63.7,6.6,2,1,1,86.5
18,5.25,94.5,6.9,2,1,1,74.4
23,6.39,74.1,8.5,1,1,1,67.3
21,1.29,81.7,6.5,1,1,2,35.2
22,1.31,49.7,8.6,2,1,1,46.2
22,1.76,98.2,8.1,1,2,3,52.2
21,7.71,99.4,7.6,2,1,2,76.8
19,2.86,80.2,6.3,2,2,3,76.4
23,2.53,52.6,8.5,3,1,3,52.1
21,1.83,72.6,8,3,2,2,42.3
21,3.85,45.9,8.8,3,2,2,51.9
19,7.24,43.3,6.3,1,2,2,71.3
17,5.39,58.2,5.6,3,1,3,60.1
21,1.5,53.4,4.2,3,1,1,25
19,6.7,97.5,7.3,2,2,2,98.1
22,7.56,84.9,8.6,3,1,3,100
19,5.7,82.8,7.9,2,2,1,86
24,4.75,85.7,8.1,1,1,3,78.1
22,5.37,61.6,5.9,2,1,1,54
20,5.89,99.4,9.8,2,3,3,92.7
22,6.88,74.9,4.1,1,1,3,83.3
22,5.27,52.6,4.6,3,3,3,88.3
21,4.25,80.4,8.6,2,1,3,47.7
21,1.46,73.2,5.6,3,1,2,33.3
24,2.99,76.5,5,2,3,3,58.5
19,0.68,56,6.1,3,2,2,43.5
20,5.83,75.1,4.1,3,1,3,74.9
19,7.91,44.5,7.5,3,1,2,77
21,0.77,88.9,6.7,1,2,2,35.1
24,3.52,76.3,5.3,2,2,1,72.2
21,5.6,79.8,8.7,2,2,2,69.5
18,0.24,74.6,8.4,2,2,3,45.5
24,3.52,99.2,8.1,1,1,1,63.4
23,6.36,45,9.6,2,2,3,91.4
20,2.35,68.1,5.8,1,2,1,46.5
18,5.28,80.3,5.8,3,2,2,83.8
20,4.86,76.1,8.6,1,2,3,75.6
23,5.6,83.3,5.2,1,2,2,56.3
21,1.92,98.8,9.7,3,2,2,88.2
18,1.35,69.1,5.5,1,2,1,19.599
18,0.14,87.9,5,3,2,1,31.3
24,3.84,69.9,6.6,2,3,1,67.6
20,1.49,84.4,4.2,1,1,3,44
22,5.21,70,8,2,3,3,80.5
19,4.39,67.1,8.6,3,1,1,82.6
17,6.67,97.9,6.2,3,2,1,96.7
20,6.42,81.1,6,3,2,2,79.5
22,2.89,80.9,8.1,2,3,3,63.2
19,2.37,71.2,7,1,1,2,39.4
21,0.66,44.1,6.8,1,2,1,27.4
20,6.05,61.5,6.7,2,2,1,81.6
19,3.97,43,9.2,3,2,2,63.2
19,2.69,84.4,4.1,1,2,3,61.1
19,5.63,87.8,7.3,1,2,3,77.1
19,2.19,41.9,6.9,3,3,1,48.3
22,3.82,69.9,5.7,2,1,2,72.4
19,3.49,94.1,5.6,3,2,2,54.4
22,2.16,46.4,6.7,1,2,1,33.9
19,6.32,61.4,4.1,2,2,2,74.7
19,5.66,47.1,6.7,2,2,2,73
24,4.16,69.9,9.3,1,3,1,74.6
24,5.53,72,8.6,3,2,3,73
20,0.72,63.5,5.6,3,2,2,36.1
19,3.44,90.2,4.3,2,1,3,63.9
22,4.8,64.6,6.4,1,1,2,74.1
17,3.15,46.6,5.9,1,1,3,30.3
20,5.71,87.8,4.5,2,2,2,84.2
21,4.18,52.8,5.7,2,3,3,68.9
22,3.06,83.4,9.8,3,2,3,67.8
17,3.32,66.1,9.9,3,2,2,72.6
17,5.73,53.1,5.3,3,2,2,52.8
19,0.53,46,5.5,3,2,1,44.5
17,6.71,89.6,9.2,2,2,1,88.8
21,0.46,53.1,8.7,1,1,3,41.3
24,1.06,99.3,8.6,1,2,3,50.3
19,6.48,71.4,7.3,2,3,3,88.8
20,3,83.6,6.9,2,1,3,72.7
18,3.68,74,4.6,2,1,2,54.7
17,2.98,99.4,9.5,1,2,1,40
22,0.74,54.4,9.3,3,1,2,39.3
19,4.87,63.5,6.2,1,2,3,87
21,5.51,93,5.1,3,3,3,96.6
22,1.52,51.5,6.8,3,1,2,49.6
23,6.02,77.7,9.9,2,1,3,100
18,0.8,93.8,6.7,1,3,3,56.2
21,6.2,99.4,9.2,2,1,1,100
24,5.61,88,7.4,2,2,2,81.5
20,7.3,44.2,7,3,2,3,90.3
17,6.51,74.1,8.3,3,3,3,89.9
19,6.76,81.2,9.7,3,3,2,82.9
23,7.66,58.3,8.6,2,2,1,75.1
23,6.75,80.6,9.7,2,2,1,81.6
19,6.37,94.6,6.4,2,2,1,81.3
18,1.57,78.8,4.5,1,2,2,32.1
19,6.04,69.6,4.8,2,3,2,66.3
18,5.06,85.5,5.2,3,2,3,74.2
22,7.69,57.8,8.6,2,1,1,75.6
23,5.76,80.1,5.7,1,2,3,85.2
17,2.08,70.4,5.3,3,2,3,57.1
22,1.31,76.7,9.3,3,1,1,36.6
23,2.25,69.4,9.3,3,2,3,47.9
21,3.84,64.9,4.3,3,2,2,58.5
23,5.22,43.1,7.9,3,2,1,52.1
17,1.72,77.3,6.3,1,3,2,39.5
22,1.86,98.6,5.7,2,3,1,70.8
18,2.41,61.3,6.5,1,2,1,29.6
24,6.46,77.5,7.5,2,2,3,81.2
20,2.92,83.4,9.2,3,2,2,69.3
17,0.63,76.2,7.4,2,2,3,39.9
22,4.36,94,9,2,2,3,57.9
22,0.08,95.9,4.9,3,3,2,53.4
20,5.39,92.3,5.7,2,1,3,71.3
19,6.74,65.2,9,2,2,2,69.9
17,1.33,48.4,6.1,1,1,2,33.9
24,6.76,64,5.2,3,2,1,59.9
18,5.43,71.4,9.1,1,3,2,86.1
23,0.79,42.5,4.1,1,2,3,24
21,1.82,90.3,8.1,1,2,3,72
22,1.82,93.1,6.2,1,3,1,45.7
22,1.65,77.9,5.6,1,2,1,40.6
23,2.68,74.8,9.8,2,3,3,72.1
17,7.26,63.2,7.4,3,3,1,85.8
24,1.79,98.7,9.3,3,3,1,76.6
17,7.41,66.2,6.9,2,3,3,82.3
24,4.4,52.4,8.9,1,1,1,59.8
19,4.14,97.7,5.5,3,1,2,77
23,5.39,90.1,6.4,3,2,2,91.8
17,6.45,59.6,6.2,3,1,1,77.7
20,7.66,73.5,6.1,1,2,2,67.6
21,0.08,75.1,7.1,2,2,2,40.2
24,3.19,92.6,4.1,1,1,1,34
17,1.43,72.9,7.7,3,3,3,80.5
17,1.21,65.1,4.7,1,1,1,23.3
22,1.18,75.5,5.5,1,2,2,35.2
17,5.68,98.3,7.4,1,2,2,88.1
23,0.41,43.1,9.7,2,2,1,35.2
17,6.69,78.8,8.8,1,1,2,96.8
24,6.02,44.9,5.7,3,2,3,71.9
21,3.27,55.8,9.9,2,3,1,66
24,3.4,81.7,4.3,2,2,1,61.8
18,5.43,82.6,4.1,1,3,1,59.7
19,0.09,90,5.2,2,3,3,43.4
20,3.1,72.4,6.2,1,2,2,70.1
17,1.44,88.1,9.2,3,2,1,47.8
17,1.45,70.2,9,2,2,3,56.9
19,4.4,52.1,7.3,3,2,3,43
22,1.97,66.7,6.5,1,2,3,60.8
22,3,50.4,4.5,1,2,2,44.6
17,5.74,72.8,5.5,3,2,2,88.7
17,4.97,71,7.1,1,3,1,69.7
22,2.64,55.7,5,1,3,2,29.4
19,0.4,69.2,7.8,1,2,3,39.5
23,0.21,76.2,8.9,1,3,1,60.1
19,3.9,66.1,4.8,3,1,3,50.3
19,3.37,53.4,7.4,2,2,1,49.6
18,6.37,97.2,6.6,1,2,1,58.7
19,0.66,88.2,6.9,2,2,1,57.1
22,6.8,52.8,4.4,1,2,3,63.4
20,1.7,68.6,8,1,3,1,47.6
22,2.81,62.7,8,1,1,3,37
17,6.88,99.4,5.9,2,3,2,82.9
21,6.7,83.3,6.6,2,1,1,59.2
20,4.12,78.9,9.1,2,3,3,68
24,0.65,48.8,6.6,3,2,1,48
20,4.72,51.4,9.8,1,3,1,45.7
17,6.09,95.9,9.6,1,2,1,89.2
22,2.1,66.9,9.7,3,2,2,57.8
18,1.46,40.9,4.1,3,3,1,35.7
24,3.98,69.8,9.2,1,2,2,47.7
20,5.99,77.1,7.4,1,1,3,91.5
23,4.04,57.4,4.4,1,1,2,30.4
22,1.92,65.5,7.5,1,1,1,39.7
20,6.95,56.6,8.7,1,2,2,77.8
21,6.98,66.5,6.7,3,1,1,92.7
18,5.27,99.1,8.7,3,2,3,88.9
17,0.59,67.6,9.1,3,1,1,49.7
23,1.86,88.4,6.7,1,1,1,42.9
24,4.95,47.7,7.3,2,2,2,67.9
23,6.25,87.4,8.5,1,2,3,91.8
19,3.79,70.4,4.1,3,2,3,71.6
19,2.43,62,8.9,1,3,3,39.8
19,7.08,74.6,4.6,1,3,2,76.4
22,3.05,61,8.1,1,1,2,54.1
21,7.33,88.6,5.7,1,2,2,90.4
23,4.26,87.3,9.7,3,3,1,91.8
24,4.91,53.8,9.9,3,2,1,59.9
20,1,65.9,4.9,1,1,3,40.7
22,2.14,48.3,7.5,1,3,3,48.6
21,7.8,40.6,4.1,3,2,3,85.3
24,5.75,57.8,9.7,1,1,2,70.8
19,3.82,73.6,9.8,2,2,2,55
18,4.17,85.6,6.7,2,1,2,58.4
20,0.7,97,6,2,2,2,60.9
21,6.27,65.4,7.8,3,1,1,74
24,0.57,40.6,8.7,3,1,3,30.8
23,3.1,79,9.6,1,2,2,53.4
17,3.29,52.4,6.5,3,1,2,34.6
21,4.82,74.6,6.4,1,1,3,62.8
18,3.32,67.1,7,3,3,3,61.2
19,7.69,56.7,5.2,1,3,3,73.2
24,6.38,57.9,4.1,2,1,3,56.4
24,7.67,60.5,9.2,2,3,1,93.2
18,4.15,50.5,6.7,2,3,3,71.3
18,2.42,82.3,8.1,1,2,1,64.2
22,7.85,63.7,8.7,2,1,3,76.4
20,0.65,83.1,6.4,3,2,3,66
20,7.42,74.9,6.3,2,2,3,100
23,0.77,53.6,9.9,1,2,3,39.2
24,6.46,59.3,8.9,1,3,2,70.8
24,6.24,95.4,8.5,3,2,1,83.2
23,5.28,65.3,4.8,3,1,3,80.3
24,6.26,46.8,5.4,2,3,3,89.9
22,0.7,78.6,9.7,3,2,1,31.7
24,2.99,60.5,6.7,1,3,3,55.9
21,2.69,67.9,4.3,1,3,1,50.9
17,7.85,52.4,9,1,3,3,73.7
23,3.78,40.8,4.2,3,1,2,59.7
24,0.4,75.1,6.2,3,1,3,59.7
19,2.07,66.1,6.2,3,3,3,66.8
20,6.75,64.3,5.9,3,2,1,69.4
21,7.13,95.4,8.6,1,1,2,85.1
22,7.42,55.7,4.9,3,1,1,79.1
22,1.15,75.2,4.9,1,3,1,31
20,5.5,89.6,6.7,1,3,2,73.4
23,3.22,67.3,9.8,1,3,2,59.8
23,5.88,85.2,4.3,2,2,2,74.7
24,6.6,73.6,8.9,2,2,1,76.7
21,2.09,61.1,9.8,1,1,2,33.3
17,4,94.4,4.1,2,2,3,70.2
23,2.62,62.6,5.3,1,2,1,29.4
17,3.65,67.5,4.3,2,3,3,62.4
18,2.32,78.9,7.3,1,2,1,43
19,2.72,75.6,9.7,1,1,3,53
18,2.18,70.7,9,2,2,1,51.9
22,2.39,81.4,7.7,2,2,2,58
20,4.62,81.6,9.7,3,2,2,78.9
18,4.8,71.8,6.8,2,2,2,61.7
17,7.37,70.3,9.9,3,1,2,100
18,3.12,49.9,5.2,1,2,3,40.7
22,5.26,82.7,8.8,1,2,3,77.5
23,7.72,99.4,4.4,2,2,1,94.4
19,3.73,57.4,4.1,1,2,1,39.7
17,6.23,52,7,3,2,2,76.3
21,7.76,96.4,8.7,1,2,3,82
23,6.32,64.7,4.3,2,2,2,73.7
17,0.64,81.5,8.8,2,1,1,33.9
23,1.54,68.3,9.6,3,2,2,66.1
18,2.36,73.8,4.2,1,1,3,43.3
19,5.49,60,4.5,1,2,3,58.3
21,5.37,86.2,8.9,1,1,1,55.9
17,1.1,70.2,4.9,3,2,3,39.6
19,3.59,68.9,5,3,3,3,39.8
18,3.37,73.7,7.2,2,1,1,73.8
18,5.52,96.3,7.6,3,2,1,87.8
23,2.09,89.1,5.7,2,2,2,57.7
18,1.9,43.6,7.2,2,3,1,19.599
17,4.77,61.5,5,1,1,2,48.3
18,0.66,49.2,4.2,2,3,3,19.599
17,5.35,94.7,4.4,1,3,2,44.6
21,3.52,54.8,6.4,1,3,3,54.1
24,4.29,86,5.1,2,2,2,57.8
18,6.42,76.9,7.8,1,3,1,98.9
22,1.45,86,7.3,2,1,2,58.1
19,1.68,80.2,7.6,1,1,1,36.4
17,7.21,57.3,4.7,2,2,2,91.3
22,5.93,69.9,9.5,1,2,3,74.5
18,2.1,50.3,9.2,2,2,2,49.4
21,5.77,53.9,6.2,3,2,2,80.7
21,3.66,47.5,6.6,1,3,3,50.9
21,4.94,92.6,6.7,2,2,3,74.5
18,6.29,57.1,6.6,1,3,1,73.6
19,0.36,47.9,6.5,2,1,2,38.1
22,4.89,54.5,7,3,1,2,95.3
24,2.71,55.8,7.7,1,2,1,58.9
17,4.13,47.5,6.7,1,1,3,61.4
20,2.91,81.9,5.5,2,1,2,57.4
24,7.53,80,7.6,1,2,2,84.4
19,4.78,75.4,5.9,2,3,1,56
20,6.77,92.2,4.6,2,2,2,83.4
24,2.05,43.2,6.4,2,2,3,63.6
24,2.92,76.4,7.6,2,1,3,75.4
22,6.3,75.3,5.6,2,1,1,63.3
22,1.88,83,9.9,1,1,1,49.9
21,7.91,59.5,9.4,2,2,3,97.6
19,5.28,65.6,5.5,2,2,2,65.8
24,7.17,60.3,9.4,1,1,2,70.2
17,0.84,63.4,5.3,3,3,1,28.1
17,3.31,78.4,9,3,3,1,61.9
21,2.69,55.5,5.3,3,2,2,60.8
23,7.77,92.1,6.1,2,2,3,94.1
23,1.16,99.4,8.8,3,3,1,54
22,5.99,65.6,7.2,1,2,1,74.4
20,5.05,99.4,5,2,2,2,66.6
19,6.81,68.9,9.5,1,1,2,66.1
20,7.82,41.2,7,2,1,3,78.3
19,6.45,94.1,7.4,1,2,1,76
20,2.02,60.2,9,1,2,3,48.8
17,6.67,43.6,6.4,3,3,3,96.7
19,4.21,51.1,5.8,1,2,3,40.9
24,5.23,83.4,9.7,2,3,1,70.2
22,2.24,54,4.4,2,2,3,52.2
18,6.53,84,7.3,2,3,1,86.1
19,3.56,89.9,6.4,2,2,2,88.1
19,6.47,94.6,5.6,1,2,3,99.5
19,3.42,94.4,4.5,2,2,2,62.1
22,4.93,50.8,9.2,3,3,3,70.6
24,0.82,73.5,8.4,1,1,3,35.1
22,0.74,93,7,2,1,3,52.7
20,7.62,54.6,9,2,3,3,93.9
18,5.81,99.4,6.8,1,2,3,88.9
18,1.38,84.2,9.8,2,1,2,56.2
23,4.78,96,4.9,1,2,1,77.4
22,6.25,58.7,9.8,1,2,1,74
21,4.79,52.2,9.6,1,2,1,70.3
21,3.59,97,9.6,1,1,1,72.8
23,6.68,56.9,4.6,1,3,1,65.5
23,0.41,94.3,6,2,3,1,30.6
17,5.07,50.2,8.6,2,2,2,56.3
20,3.78,61.5,7.1,2,3,3,55.7
17,5.19,77.7,8.8,2,1,2,78.3
20,2.32,94.7,7.1,3,1,2,75.3
22,1.3,67.7,5.1,3,1,2,48.8
18,7.79,75.9,5.4,2,2,1,77.5
18,6.91,59.6,9.4,1,2,1,74.9
20,7.27,51.7,6.3,1,1,2,75.1
21,6.15,84.4,6.8,2,1,3,90.2
22,0.52,84.1,8.8,2,2,1,69.4
17,5.02,91.8,9.1,1,2,2,100
18,3.05,49,6,3,3,1,52.3
23,2.67,43.5,4.8,3,2,1,39.9
22,1.99,77.5,4.7,1,1,1,47.2
24,1.45,69.3,9.3,3,2,1,26.1
23,1.12,77.5,7.3,2,2,1,36.9
23,0.97,54.3,6.3,1,2,2,43.8
21,5.69,89.5,6.4,3,2,1,71.7
24,7.44,66.7,8.3,2,1,2,79.9
20,3.04,80.6,5.6,1,2,2,61.7
24,0.85,51.7,8,1,3,2,32.6
20,1.77,43,6.6,2,2,3,41.4
20,5.98,61.5,6.2,3,1,2,75.6
22,2.79,65.6,7.3,1,2,2,54.2
20,5.3,65.8,8.1,3,2,3,97
18,1.64,54.4,7,2,1,3,34.6
24,6.05,68,8.4,1,3,3,82.1
20,5.24,70.3,6,1,1,3,78.9
24,1.78,57.2,5.5,3,2,3,36.9
20,7.46,59.9,7.2,3,3,1,89.1
24,4.18,73.6,6.1,3,2,3,69.2
21,1.76,42.7,9.4,3,2,1,27.6
23,4.53,42.5,7.8,2,2,3,65
23,3.32,66,6.6,3,2,3,81.7
18,7.34,43.8,9.1,1,2,3,53.4
23,2.48,84.8,9.7,3,3,2,82.1
24,7.09,75.2,6.7,2,2,1,66.3
22,5.94,41.6,7.8,2,2,3,89
24,5.44,59.8,6.1,2,3,1,91.8
23,1.47,45.3,6.9,3,2,3,35.6
22,0.69,94.4,7.3,3,2,1,49.2
20,6.92,58.6,5.7,1,1,1,79.5
23,4.56,62.9,8.9,2,2,1,81.7
18,7.72,87.2,5,2,1,3,95
21,4.13,53,9,1,2,3,46.1
23,4.73,52.5,4.8,2,3,1,40.8
24,7.91,88.4,9.1,2,2,3,100
19,5.73,72,9.3,3,3,1,79.3
17,2.88,55.4,5.9,2,2,1,44.3
19,6.62,49.5,9,2,3,1,55.9
23,2.36,87.5,5.3,3,2,2,47.6
21,4.2,52.2,6.7,3,2,2,51
17,1.9,69.5,7.6,1,1,2,50.3
17,7.91,51.4,9.9,3,3,3,98.6
19,7.48,62.5,6.4,1,2,2,72.5
19,6.99,45,5.1,2,1,2,50.3
18,3.21,40.6,9.6,2,2,2,51.6
20,5.83,74.6,6,3,2,1,71.3
20,2.09,74.2,8.8,2,1,3,74
18,3.12,51.4,9.8,3,2,2,56.8
18,6.44,51.8,9.2,1,3,3,69.4
22,0.45,86.4,5.4,3,2,1,43.8
24,0.4,66.8,4.1,2,1,3,31.8
24,5.29,76.2,9.5,1,1,2,61.9
21,6.2,56.8,9.6,3,2,3,80.8
17,3.07,75.2,5.5,3,2,2,59.4
24,5.4,65.1,7.9,2,1,1,65.1
24,7.22,56.5,4.4,1,2,2,60.9
19,0.8,73.2,7.5,1,2,3,49.3
20,6.64,44.2,8.3,1,2,3,64.6
17,4.65,47.6,5.6,1,2,3,57.7
23,3.38,66.6,5.1,1,1,2,40.4
23,0.41,58.5,6.3,2,2,3,32.1
17,3.07,88.4,9.8,3,3,3,91.7
22,6.35,51.8,4.4,1,2,2,67.1
20,4.34,48,5.6,2,1,2,55.2
21,1.41,44,4.1,3,3,2,54.4
18,1.86,89,7,1,2,1,71.1
23,6.78,91.6,9.7,2,3,3,100
20,3.46,94.1,9.5,2,3,3,78.4
23,0.76,93.2,7.8,1,2,1,49.3
18,7.79,92.4,4.1,2,1,3,78.7
21,2.03,98.5,4.4,2,2,2,52.4
19,6.37,63.9,5.8,1,2,1,60.8
24,0.1,79.5,8.8,2,2,3,52.8
21,2.05,42.5,6.9,3,3,3,44.3
22,2.7,92,7.9,1,1,2,40.6
17,6.88,48.7,9.1,2,2,3,83.3
22,5.98,80.9,4.4,3,1,3,83.5
17,2.46,59.6,6.3,3,2,2,67.7
19,6.3,75.3,7.1,1,2,2,70.3
18,6.48,87.6,9.4,1,1,3,87.8
17,4.1,70.5,7.9,3,2,3,80.1
21,4.06,97,9.8,1,2,1,93.8
18,4.08,58.6,6.3,3,2,3,67.8
21,1.34,73.6,6,1,1,3,41.7
23,6.5,91.5,4.8,2,1,2,85.2
18,5.72,73.1,6.2,3,2,3,89.4
22,6.8,72.1,6.1,2,2,3,76.2
19,6.53,63.2,6.7,1,2,2,60.6
19,6.28,86.7,8.1,3,2,3,99.6
21,6.24,61.6,4.2,1,2,3,62.5
22,7.56,54.9,9.7,2,1,3,79.1
22,4.84,47.7,5,3,3,1,57.3
18,6.62,65.6,9.9,1,3,3,84.3
21,6.41,57.2,5.8,1,2,2,60.7
19,2.16,99.4,5.2,3,2,2,55.7
19,4.53,76.7,8.4,2,1,1,58.5
24,5.84,99.4,5.3,1,2,3,88.3
17,0.83,81.7,7.6,1,2,3,47.4
20,4.24,90.9,8.9,1,1,2,57.8
20,0.08,46.7,8.4,1,3,2,19.599
18,1.92,81.5,9.2,1,2,1,56.1
23,3.89,47.1,5.6,3,1,2,47.8
20,2.46,48.8,7.7,3,2,1,31.9
22,6.17,44.6,6.5,2,2,2,73.2
20,5.1,77.4,6.2,1,2,3,55.2
24,2.14,79,9,2,1,1,43.3
22,0.14,57.4,6.5,1,1,3,47.9
19,2.04,93.7,5.1,2,2,1,63.2
24,4.15,95.4,9.8,2,2,1,66.9
23,6.1,88.3,6.2,3,2,2,88
21,4.83,77.6,9.4,1,3,3,62.2
17,0.45,75.9,6.7,2,1,3,44.2
21,3.73,63.6,6.8,1,2,2,45.6
22,7.68,67.4,9.4,2,1,2,88
19,7.23,48.5,9,2,2,1,79.4
18,5.94,97.3,5.1,2,1,1,77.5
21,2.27,75.4,5.9,1,3,3,56.8
23,0.18,62.8,6.4,2,1,3,32.1
19,3.65,52.1,8.2,3,3,2,65.2
20,3,64.4,7.5,3,1,2,77.5
17,5.41,50.1,7.4,2,3,3,75.4
22,0.56,87.9,8.1,1,3,2,46.9
23,7.39,83.3,4.8,2,2,3,60.9
23,5.89,84.8,7.7,3,1,2,74.9
20,7.77,81.1,6.6,2,2,3,79.7
17,6.92,93.6,9.9,2,2,1,87.7
20,3.44,50.9,7.9,3,1,1,40.5
24,5.3,71.5,5.7,1,3,3,93.7
17,6.77,77,9.7,2,1,1,95.7
18,1.63,98.9,4.3,3,3,3,67.9
23,0.08,61.8,7.4,2,2,3,34
21,2.46,56.6,8.5,1,2,3,42.9
18,3.5,43.5,7.6,1,2,2,47.2
17,5,98.2,9.2,1,1,1,89.6
20,2.11,55.2,6.4,1,2,3,58.2
21,3.54,46.7,9,1,2,3,65.5
23,5.19,93.8,6.2,3,2,3,84.6
24,6.6,95.9,8.7,2,3,2,67.4
20,1.82,72.5,7.3,2,3,3,56.8
20,6.4,56.3,4.2,3,2,1,65.5
24,7.51,69.7,7.9,3,3,3,93.1
23,3.28,46.7,7.4,1,2,1,42.3
18,4.42,48,5.7,1,1,3,52.1
22,0.08,68.8,8,3,2,1,30.5
22,5.68,90.6,8.5,3,2,3,98.5
18,6.98,48.7,5.2,1,3,3,83.6
24,0.16,78.6,8.4,3,2,2,44.7
19,6.75,60,9.4,3,2,2,86.8
21,1.19,43.4,9.4,2,2,1,21.5
20,6.74,55.1,4.4,2,2,2,59.5
22,4.34,44.1,9.8,1,2,1,61.7
24,2.96,51.3,5.6,1,3,2,47.7
20,7.53,58.3,8.4,2,1,1,76.4
20,4.9,50.4,6.6,1,3,3,61.8
23,0.31,64.2,9.3,1,2,1,35.9
24,6.13,40.6,6.1,2,2,2,58.8
24,1.46,41.7,9.6,1,2,3,22.6
23,7.39,85.9,7.1,1,1,3,67.5
22,1.33,86.6,7.2,3,1,1,52.6
23,3.9,63,7.5,1,3,3,69.7
24,4.18,99,6,3,3,3,83
17,4.51,56.4,9.2,3,3,2,58.6
21,4.27,84.8,4.9,2,2,3,56.6
17,3.51,66.6,7.5,2,1,3,68.5
21,5.7,60.5,7.2,3,2,1,69.7
20,1.24,57.3,6.9,1,2,2,33.9
19,6.3,53.8,7.6,1,2,2,75.3
24,0.3,79.8,6.4,1,3,3,32.2
22,6.74,41.8,6.5,3,1,1,63.2
21,6,94.3,9.4,2,3,3,87.4
24,6.36,55.3,7.6,1,3,1,66
17,2.38,68.9,8.3,2,3,1,39.4
22,6.8,63.4,5.8,2,2,2,77.3
18,5.53,96.9,8.8,3,2,3,82.8
18,7.75,50.1,9.6,1,2,2,67
18,0.16,61.9,5.5,2,3,1,28
21,6.32,79.7,5.2,2,2,3,82.8
22,4.99,57,4.9,1,3,2,58.8
23,7.91,72.7,7.5,3,2,1,100
20,3.54,41.6,5.4,1,3,3,70.5
24,2.24,94.1,6.1,3,2,3,79.4
19,7.04,90.3,9.1,3,2,3,100
18,2.61,47.5,4.6,3,1,2,42.2
17,5.62,83.7,6,1,2,1,82.9
18,2.65,43.7,8.4,3,1,2,75.1
20,7.57,95.4,4.7,2,2,3,94.3
20,4.21,47.2,4.1,3,2,3,59.4
23,2.56,61.5,7.5,2,3,2,54.8
18,6.58,91.5,5.6,1,1,3,100
19,0.5,52.4,5.7,2,3,1,19.599
24,0.75,95.7,8.3,2,3,2,74.9
17,6.69,80,8.8,2,2,2,98.7
20,2.59,68.5,9.6,3,2,1,59.2
18,1.41,47.3,5.9,1,3,2,31.5
21,4.7,79.4,4.1,2,2,3,74.5
24,2.04,75.3,5.1,2,2,3,45.6
18,7.9,65.3,6.8,1,2,2,99
19,6.56,64.2,5.4,1,2,2,73.7
20,7.11,75.3,7.6,3,2,3,85.9
23,6.67,64.7,8.4,1,2,2,87.4
24,7.09,81,9.9,3,2,3,100
17,2.7,66.2,7.1,3,3,2,60
20,5.39,98.8,6.7,1,1,1,80.3
23,7.26,73.2,4.8,2,2,2,83.7
17,5.49,48.4,9.3,2,1,3,74.4
23,7.91,98.1,5.1,2,1,1,84.8
18,6.92,99.1,4.1,1,3,1,88.4
21,0.57,99.4,5.3,2,2,1,50.7
24,4.01,58.3,8.6,2,1,3,50.3
22,2.2,60.6,8.4,2,3,3,58.8
24,7,40.6,4.4,1,1,3,54.5
21,7.5,93.3,4.3,1,3,3,69.9
18,4.53,82.6,9.1,3,2,2,91.1
22,0.47,56.9,8.2,3,2,2,55.8
21,2.77,51.2,7,1,3,1,44.4
19,1.51,93.4,5.9,2,2,2,65.8
17,4.23,61.3,5.4,3,1,3,77.7
22,7.88,73.8,4.1,2,3,1,75.8
21,2.75,49.5,9.2,3,2,3,58.3
23,5.87,50.6,8.3,2,2,3,57.3
18,6.65,63.3,4.8,3,2,3,92.6
21,6.64,55,7.7,3,2,1,78.6
23,1.2,53.4,4.6,3,1,3,24.7
24,1.9,64.4,5.4,3,3,2,45.5
